trip_history_id,trip_origin,trip_destination,trip_mode,actual_origin_latitude,actual_origin_longitude,actual_destination_latitude,actual_destination_longitude,actual_departure_time,actual_arrival_time,actual_travel_time,actual_distance,fuel_economy,fes,average_speed,total_mileage
8b8547c6-a5a1-4bd5-9e40-98a1e256bc03,"8104-8110 Baltimore Avenue (38.9891142771011, -76.9351654966147)","6200 Westchester Park Dr (38.9921522, -76.8992787)",drive,38.98908955,-76.93525024,38.99129987,-76.90059691,2018-05-16 02:25:08.692+00,2018-05-16 02:32:57.101+00,7,5540.46923,26.16620039,100,29.69447599,3.443062825
31a9dd66-2200-40db-af2f-ea6c04ccf105,"14716 Potomac Mills Road (38.6301637521632, -77.2956195584334)","5532 Eastbourne Drive (38.799208, -77.2428278)",drive,38.63033121,-77.29548117,38.79866087,-77.24435316,2018-05-16 20:39:10.022+00,2018-05-16 21:20:22.472+00,41,27921.42147,23.25470194,68.59067136,25.67690831,17.34741561
26ebee3b-fc56-4039-af74-4d573a17c0aa,"10300-10326 Rhode Island Avenue (39.0235084528467, -76.9182250835718)","Seoulia Korean Restaurant (39.0340594, -76.9136913)",drive,39.02491083,-76.91755799,39.032749,-76.91384052,2018-05-16 22:01:02.125+00,2018-05-16 22:05:25.226+00,4,1022.758976,19.4659394,77.9375292,17.37714147,0.636195388
f9b7298a-42c0-463c-a0b1-e4be98a4b5ea,"109 Billingsgate Ln, Gaithersburg, MD 20877, USA (39.1506643, -77.1778974)","Gaithersburg Middle School (39.1440746, -77.1876965)",drive,39.15058899,-77.17797089,39.14303589,-77.18681335,2018-05-17 11:42:53+00,2018-05-17 11:46:42+00,3,1765,20.49342228,93.74495814,18.69461062,1.097604828
7f5ddc3f-8168-4a8a-a172-a47940be6752,"5532-5598 Eastbourne Drive (38.7990719419973, -77.2427616269503)","14700 Potomac Mills Road (38.6302654, -77.2959854)",drive,38.79920145,-77.24261971,38.63152011,-77.29542333,2018-05-17 11:45:09.059+00,2018-05-17 12:12:25.421+00,27,26262.46574,27.77783948,99.50754405,39.20339678,16.3189346
f99653ca-1a15-4414-9d40-b8afb0c567a2,"5303 Smiths Cove Lane (39.0025814390173, -76.9151350949676)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00254825,-76.91517659,38.99319015,-76.93731495,2018-05-17 11:50:34.175+00,2018-05-17 12:02:35.235+00,12,4132.47,19.89033525,84.46669615,18.4421468,2.565604841
f3731ef2-4038-407a-ae71-0c22b00fbac3,"8314 Paint Branch Drive (38.9933752175784, -76.9369614031882)","5910 Greenbelt Road (38.9985941, -76.9132119)",drive,38.99378166,-76.93708453,38.9980651,-76.91465842,2018-05-17 22:11:20.382+00,2018-05-17 22:17:46.21+00,6,3441.311489,22.06533207,48.34607783,22.92434863,2.13510566
fce3c6b6-22f5-410b-a18a-c7e6b9993d75,"5530-5532 Eastbourne Drive (38.7991386807947, -77.2425626052906)","9431 West Street (38.7507934, -77.4732371)",drive,38.79916367,-77.24270423,38.74802807,-77.45034849,2018-05-18 07:41:55.887+00,2018-05-18 14:18:51.074+00,396,34476.34211,3.725113205,20,22.99485619,21.37957591
d3be04a1-b0b1-4921-a65f-b3042a61cb6e,"7521 Greenway Center Drive (38.9914338430753, -76.8784160726488)","8314 Paint Branch Drive (38.992952, -76.937658)",drive,38.99149516,-76.87808759,38.99163748,-76.93733398,2018-05-18 13:36:39.119+00,2018-05-18 13:49:18.247+00,12,9039.289725,25.39912452,46.64721154,30.47940037,5.614271483
1b0f8b35-2bbd-4cdd-91d5-cf0349a4cf33,"9640 Liberia Avenue (38.7481274443443, -77.4503646410106)","14700 Potomac Mills Road (38.6302654, -77.2959854)",drive,38.74806377,-77.45036751,38.63154455,-77.2954998,2018-05-18 14:19:09.341+00,2018-05-18 14:47:24.526+00,28,22557.18119,27.47938564,92.87523638,38.06573599,14.0110198
44061b4c-1b97-4a21-8a84-ac74a4a9ee07,"14694 Potomac Mills Road (38.6316584706207, -77.296001736426)","8100 Palisades Circle (38.7613006, -77.4413889)",drive,38.6316805,-77.29594326,38.76021276,-77.44061981,2018-05-18 17:13:28.291+00,2018-05-18 17:40:48.384+00,27,23633.91495,25.29979403,44.43986722,32.70068876,14.67772042
525d28a7-8ce4-4efe-bf84-f48577036fa9,"8136 Paint Branch Drive (38.9895879143368, -76.9367553364354)","406 Ridge Road (39.0107603, -76.8900558)",drive,38.9891897,-76.93707367,39.00943943,-76.88982947,2018-05-18 20:16:24.277+00,2018-05-18 20:33:47.385+00,17,7523.738589,18.17093999,58.01446134,15.50658106,4.669806371
f19623f8-6339-4818-bbda-0a74837aa4ae,"Anacostia Tributary Trail System (38.9932705467895, -76.9356092857226)","Costco Wholesale (39.0324271, -76.9079331)",drive,38.99357022,-76.93694321,39.03204043,-76.90956431,2018-05-18 20:45:56.985+00,2018-05-18 21:16:05.216+00,30,6860.952185,17.4581982,47.04920308,13.68402644,4.263867011
5be920de-7194-42c5-ae03-5ae58b4e64e0,"10224 Southard Drive (39.0313396649799, -76.909721056071)","5342 S Center Dr (39.002088, -76.914318)",drive,39.03129746,-76.90971888,38.99808432,-76.91824143,2018-05-18 21:28:40.801+00,2018-05-18 21:39:39.297+00,10,4855.38041,23.24006148,68.34147197,22.90564162,3.01877821
b721eb76-9b7f-4057-b4b4-8a94a08c190c,"6200 Westchester Park Drive (38.9919883897891, -76.8994748499961)","700 Hungerford Dr (39.0930576, -77.1541694)",drive,38.99197724,-76.89940587,39.09429618,-77.15349739,2018-05-19 19:28:07.738+00,2018-05-19 20:01:52.252+00,33,36132.11698,28.48050301,80.8134135,40.54311189,22.42894914
b40963d1-2cfe-458f-aa3f-b9cce2b9f0af,"790 Hungerford Drive (39.0933773154757, -77.1539347619537)","6200 Westchester Park Dr (38.9921522, -76.8992787)",drive,39.09345921,-77.15394306,38.99131819,-76.90054094,2018-05-19 20:40:14.846+00,2018-05-19 21:13:26.321+00,33,34086.37372,28.67253438,85.93425019,42.45052799,21.15897052
e69df352-c595-40ff-8396-f4232b07313f,"946 J Clyde Morris Boulevard (37.0941548981118, -76.4585260581937)","273 Gooch Drive (37.271159, -76.7140719)",drive,37.09418796,-76.45860468,37.27028463,-76.70687783,2018-05-20 19:11:01.126+00,2018-05-20 20:35:07.774+00,84,38117.56688,20.39175844,20,20.4819366,23.68073248
6bfb81b1-4253-40f4-8643-83d8c9b51096,"5316 South Center Drive (39.0024282393365, -76.915193481576)","2450 Virginia Avenue Northwest (38.897964, -77.052312)",drive,39.00246172,-76.91514237,38.89754118,-77.05078352,2018-05-21 13:22:03.985+00,2018-05-21 14:29:18.452+00,67,31380.11616,19.83051236,83.54634395,17.70339693,17.99694699
0687cb11-03d6-4dd0-8534-afdf97653b54,"5316 South Center Drive (39.0024620301628, -76.9151553612181)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.002493,-76.91514248,38.99422837,-76.93591685,2018-05-22 13:05:55.3+00,2018-05-22 13:32:54.13+00,26,4506.511615,13.30517403,72.26389626,8.463420929,2.797289013
ebeb359b-274a-4dae-84ce-941827a69bb7,"8483 Paint Branch Drive (38.9942172845675, -76.9364426538447)","5342 S Center Dr (39.002088, -76.914318)",drive,38.99421728,-76.93644265,38.99810675,-76.92222687,2018-05-22 16:16:36.19+00,2018-05-22 16:22:03.415+00,5,3229.434339,23.20562439,67.75530868,23.8876015,1.908696722
9564d95d-79e6-4470-8e91-a070217693a9,"8483 Paint Branch Drive (38.9939521439737, -76.9368504267902)","5342 S Center Dr (39.002088, -76.914318)",drive,38.99391572,-76.93684255,39.00252393,-76.91589543,2018-05-22 22:04:06.904+00,2018-05-22 22:12:17.287+00,8,3820.907719,21.48488682,38.46615862,21.31067984,2.371657189
cf1202fd-4475-4c2b-8210-9a8e1903a9a3,"5320 South Center Drive (39.0023770236031, -76.9151551568125)","Costco Wholesale (39.0324271, -76.9079331)",drive,39.00244521,-76.91514438,39.03236762,-76.90965727,2018-05-22 22:42:52.839+00,2018-05-22 22:54:19.203+00,11,5746.660739,22.35289032,53.24068635,22.73843396,3.565082597
4b7bf6de-d0ff-4213-96f5-1eb126faffab,"10937-10945 Baltimore Avenue (39.0328338230392, -76.9090907369525)","5342 S Center Dr (39.002088, -76.914318)",drive,39.03283382,-76.90909074,39.00252629,-76.91590176,2018-05-22 23:26:40.62+00,2018-05-22 23:36:51.166+00,10,7277.642985,25.35092583,100,26.98688696,4.521452193
f7ce7abd-917e-4281-a686-51cb5c29f5be,"Alumni Drive (38.9897626592209, -76.9493471738668)","6200 Westchester Park Dr (38.9921522, -76.8992787)",drive,38.98974778,-76.94942806,38.991307,-76.90057512,2018-05-23 00:13:04.575+00,2018-05-23 00:24:16.435+00,11,6223.670194,23.03649614,64.87653012,22.824847,3.863068582
dc42745d-7945-4bff-8209-893605547d0a,"5305 Smiths Cove Lane (39.0025159503439, -76.9151113819293)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00251061,-76.91522993,38.99359738,-76.93659419,2018-05-23 12:30:56.178+00,2018-05-23 12:41:08.7+00,10,4245.465004,21.35076366,100,18.19721959,2.635694777
69184dd7-f588-466b-9405-373dfe065bc3,"8314 Paint Branch Drive (38.993536694943, -76.9365469180764)","5342 S Center Dr (39.002088, -76.914318)",drive,38.99362236,-76.93662479,38.99803464,-76.92193697,2018-05-23 16:11:33.042+00,2018-05-23 16:15:49.432+00,4,2889.750297,24.41783511,88.38868276,25.61777549,1.793247517
b89f1859-051a-4040-9706-a5a9888c9039,"5316 South Center Drive (39.0024240049822, -76.9151738835753)","National Wildlife Visitor Center (39.0264435, -76.7989949)",drive,39.00253618,-76.91537489,39.02770783,-76.7995945,2018-05-23 22:33:07.396+00,2018-05-23 22:55:00.232+00,21,15178.80478,23.71660993,76.45293505,27.97537813,9.424130927
4aa56c55-94e1-430c-aa0a-fe563a801b2b,"8310 Berry Place (39.1401165677599, -76.9027397689194)","Columbia Montessori School (39.2224868, -76.8750876)",drive,39.14013266,-76.90302668,39.22120706,-76.87470279,2018-05-24 12:27:10.572+00,2018-05-24 12:41:07.187+00,13,11466.46735,26.40676789,69.03928651,34.53091761,7.126870153
4a002fe5-02f1-46d1-89de-c4f7cf1c3596,"10368 Faulkner Ridge Circle (39.2221011574566, -76.8751795162321)","8332 Berry Pl (39.1403857, -76.903634)",drive,39.22181368,-76.87540557,39.14158293,-76.9029927,2018-05-24 21:34:17.175+00,2018-05-24 21:48:17.233+00,14,11736.63796,25.14417405,40.98164555,33.85040718,7.294824128
1e3d81c6-129a-41d3-9b25-6aff16f9d5c1,"8204 Baltimore Avenue (38.9928212779938, -76.9350941761549)","Mazza GrandMarc Apartments (39.0107999, -76.9307337)",drive,38.9930679,-76.93606429,39.01071243,-76.92904671,2018-05-24 21:47:53.751+00,2018-05-24 21:58:59.304+00,11,4094.96263,18.74927555,66.91193146,17.64956625,2.544044442
db3438f6-b8ae-46a9-ac24-0cba6a097fdc,"9524 Baltimore Avenue (39.0107624698794, -76.9301269669802)","5342 S Center Dr (39.002088, -76.914318)",drive,39.0107812,-76.93007265,39.00252495,-76.91589816,2018-05-24 22:03:10.498+00,2018-05-24 22:12:29.206+00,9,3354.078268,20.29257407,90.65498569,18.37691632,2.083863043
f7d55268-1419-4421-8dfc-8112aa2e2a88,"5316 S Center Dr, Greenbelt, MD 20770, USA (39.002469, -76.9152019)","6600 Coastal Highway (38.388512, -75.064162)",drive,38.99838638,-76.91379547,38.36922455,-75.07078552,2018-05-26 13:42:20+00,2018-05-26 17:39:50+00,237,293159,77.88986101,100,15.03733567,181.9394562
0ae0d020-594d-44dc-b8b0-fb1af3272471,"5316 South Center Drive (39.0024315344785, -76.9151695174421)","Sam's Club (39.1514143, -77.2121458)",drive,39.00240503,-76.91519323,39.15109483,-77.21374335,2018-05-27 15:07:24.675+00,2018-05-27 15:35:02.319+00,27,40188.99475,29.94534842,90.54262448,55.61406835,24.95669788
7bdde6df-e6f5-4413-99a7-e454720c9f5f,"8200 S Channel Dr, Greenbelt, MD 20770, USA (39.0027511, -76.9152871)","Sam's Club (39.1514143, -77.2121458)",drive,39.00251389,-76.9153595,39.15102005,-77.21079254,2018-05-27 15:07:26+00,2018-05-27 15:37:48+00,28,38410,53.89452131,100,48.4407037,23.85874119
8c629885-0ebc-4b5e-8c18-86df7a222ebc,"8128 Baltimore Ave, College Park, MD 20740, USA (38.9908091, -76.9339878)","9308 Cherry Hill Rd, College Park, MD 20740, USA (39.0178413391113, -76.938232421875)",drive,38.9907341,-76.934021,39.01823807,-76.93667603,2018-05-27 16:10:22+00,2018-05-27 16:15:12+00,4,3578,26.06767258,61.50383514,30.22139833,2.225155633
67a7ea30-3ddb-4e61-917e-fa11bf3c7f80,"125-141 Lakeforest Blvd, Gaithersburg, MD 20877, USA (39.1503661, -77.208146)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,39.15015411,-77.20781708,39.00119019,-76.9209137,2018-05-27 17:27:01+00,2018-05-27 18:07:50+00,40,40970,33.44355791,100,36.89530625,25.43517532
7a0af88d-1597-46f7-88b8-760ed2844bf4,"9342 Cherry Hill Rd, College Park, MD 20740, USA (39.0154241, -76.9397375)","Da Rae Won (39.0413282, -76.9063958)",drive,39.01542664,-76.93973541,39.04121399,-76.9048233,2018-05-28 16:18:14+00,2018-05-28 16:29:57+00,11,5206,22.16390918,50.02398598,22.37434208,3.245245712
ec1ca905-742d-4f52-bd20-467eea19a94e,"5033 Garrett Ave, Beltsville, MD 20705, USA (39.0412373, -76.9055307)","9308 Cherry Hill Rd, College Park, MD 20740, USA (39.0178413391113, -76.938232421875)",drive,39.04126358,-76.90564728,39.01826096,-76.93674469,2018-05-28 17:07:02+00,2018-05-28 17:15:08+00,8,4709,23.83341685,78.44113788,25.00238006,2.932026666
301204b7-ecd8-41cf-bdec-1a1ca8c85786,"6010-6016 Westchester Park Drive (38.9919385174653, -76.8999294006051)","12331 Georgia Avenue (39.060176, -77.0485742)",drive,38.99246418,-76.899031,39.05950772,-77.05004526,2018-05-29 14:10:23.358+00,2018-05-29 14:31:35.281+00,21,21180.41333,28.91316539,100,39.31998565,13.1478435
26d807aa-c242-49fe-9373-6f0a8a51bcec,"12331 Georgia Avenue (39.0602087416119, -77.0489251893731)","8314 Paint Branch Drive (38.992952, -76.937658)",drive,39.06020124,-77.04888202,38.99425848,-76.93729398,2018-05-29 15:27:00.244+00,2018-05-29 16:02:00.235+00,35,19844.93545,25.3381057,45.29123772,31.86794575,12.32107232
a3471ba4-3c31-4c65-b2fc-bad36eaaf742,"9528 Baltimore Ave, College Park, MD 20740, USA (39.0110178, -76.930098)","7491 Connelley Drive (39.1604484, -76.67952)",drive,39.15846634,-76.70397949,39.16082001,-76.68106079,2018-05-29 16:46:42+00,2018-05-29 17:15:15+00,2,2029,26.05791665,61.28703666,32.48322447,1.259309655
320b2161-d100-4726-98f2-2e32066937c0,"9717-9721 Baltimore Avenue (39.0148789482555, -76.9274547324301)","NTB-National Tire & Battery (39.1768994, -77.2712968)",drive,39.01894287,-76.92629518,39.17569337,-77.27162432,2018-05-29 21:02:22.378+00,2018-05-29 21:56:07.208+00,53,51743.12555,27.49443947,54.51838581,43.74666029,32.11779115
e5a62a08-9769-4b4f-8bb2-14b5c4ffb2e8,"14716 Potomac Mills Road (38.6301878489656, -77.2955223009807)","5532 Eastbourne Drive (38.799208, -77.2428278)",drive,38.63019498,-77.29551769,38.79870224,-77.24433885,2018-05-29 21:16:39.001+00,2018-05-29 21:45:38.598+00,28,27768.25932,26.36740214,68.16449211,35.99552437,17.25403994
3183392d-00e0-4cb0-8d35-5d83cedd7cb4,"6030-6098 Westchester Park Drive (38.9925345126903, -76.8987172935874)","8314 Paint Branch Drive (38.992952, -76.937658)",drive,38.99255924,-76.89874462,38.9917019,-76.93727857,2018-05-30 13:47:02.024+00,2018-05-30 13:56:41.198+00,9,6456.301314,23.99699465,81.22544081,25.60782249,4.012177076
495a5e11-5e71-4f76-a4e7-abdd74be3e6c,"11888 Snowden Farm Parkway (39.2288978957005, -77.2502056975637)","Baltimore/Washington International Thurgood Marshall Airport (BWI) (39.1774042, -76.6683922)",drive,39.22891252,-77.25016664,39.18852305,-76.67808241,2018-06-03 10:03:16.79+00,2018-06-03 10:58:10.113+00,54,80581.98644,30.13846808,95.69248201,59.3822181,50.04035937
cb5f4090-b213-4109-b490-832bd5e31588,"10947-10951 Baltimore Avenue (39.0332773514455, -76.9089006353886)","5342 S Center Dr (39.002088, -76.914318)",drive,39.03360244,-76.90912041,38.99858708,-76.91186772,2018-06-05 22:38:10.002+00,2018-06-05 22:46:25.336+00,8,5927.573385,23.88349767,79.29357729,26.56479002,3.682988299
9a3296fe-13f7-44c6-a58f-f840512f6b92,"8214 South Channel Drive (39.0033751760974, -76.9149018776845)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00350892,-76.91498315,38.99315653,-76.93731135,2018-06-06 13:34:21.314+00,2018-06-06 13:43:09.298+00,8,3989.315706,21.83396914,44.40798531,24.29641654,2.47648631
88cabad1-c34a-4a2e-8ce0-3c67564d43e0,"8300 Baltimore Avenue (38.9925130550181, -76.9335828256579)","5342 S Center Dr (39.002088, -76.914318)",drive,38.99274972,-76.93327915,38.99808399,-76.91825671,2018-06-06 16:40:58.768+00,2018-06-06 16:46:30.683+00,5,1820.501407,25.06086094,99.33380321,24.7420847,1.129957705
9271f60a-aeda-4c47-b835-d3ff8409066c,"9530 Baltimore Ave, College Park, MD 20740, USA (39.0105916, -76.9305172)","National Academy of Sciences (38.893023, -77.0477267)",drive,39.01107407,-76.93005371,38.89177704,-77.04818726,2018-06-07 10:59:14+00,2018-06-07 11:53:28+00,54,31061,25.50852029,99,24.56408914,19.32599868
25bf5581-846b-4f2d-aaf2-853a79282a76,"5314 South Center Drive (39.0025505045792, -76.9152594779222)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00246565,-76.91518081,38.99309913,-76.93726396,2018-06-07 17:25:43.815+00,2018-06-07 17:35:22.21+00,9,4258.58016,23.56872123,73.93568051,24.68084502,2.643827147
d8c2b66f-5b75-491d-a188-bde1ab575655,"382 Technology Drive (38.992583957982, -76.9395865516066)","Costco Wholesale (39.0324271, -76.9079331)",drive,38.99291878,-76.93975727,39.03206298,-76.90957613,2018-06-07 22:27:47.426+00,2018-06-07 22:41:59.312+00,14,7023.280637,22.56152397,56.79189741,22.06476366,4.364478777
e1cfdb4b-ffc7-414b-b4a0-ad9737d21a72,"9326 Cherry Hill Rd, College Park, MD 20740, USA (39.0143905, -76.9388866)","4298 Campus Drive, College Park, MD, USA (38.9888916015625, -76.9381637573242)",drive,39.01437759,-76.93889618,38.9900322,-76.93725586,2018-06-09 14:19:11+00,2018-06-09 14:37:33+00,18,5895,20.69284421,96.81298788,18.60280424,3.671276244
049e74ff-3b92-484b-9dd5-6fdfde183694,"8136 Paint Branch Dr, College Park, MD 20742, USA (38.9892021, -76.9371845)","9308 Cherry Hill Road, College Park, MD, USA (39.0177688598633, -76.9381561279297)",drive,38.98922348,-76.93720245,39.01815796,-76.93658447,2018-06-09 14:38:32+00,2018-06-09 14:49:53+00,9,5732,21.73856892,42.78415184,24.95194942,3.566229609
a27538ac-7f35-421d-a5ff-9b8a6e0cecc5,"8214 South Channel Drive (39.0034439251905, -76.9148593392308)","7301 Baltimore Avenue (38.9785858, -76.9375912)",drive,39.0032234,-76.91592272,38.97980092,-76.93798125,2018-06-09 20:59:49.608+00,2018-06-09 21:08:17.192+00,8,4099.701902,21.06323567,99,19.7794668,2.547826389
7c85ef82-b0ed-4698-92e7-fb909d5bacc3,"Capital Beltway Outer Loop (39.0201085852822, -76.9583475776733)","H Mart (39.0523537, -77.0495875)",drive,39.01882607,-76.96528042,39.05192583,-77.05116877,2018-06-09 21:18:50.385+00,2018-06-09 21:38:11.296+00,19,10186.84358,22.88142549,62.23702969,21.5681668,6.323096667
e51d2272-f992-4d24-b4cb-a995902396db,"12019 Georgia Ave, Silver Spring, MD 20902, USA (39.0523293, -77.0503178)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,39.05232239,-77.05033112,39.00256348,-76.91592407,2018-06-09 22:15:35+00,2018-06-09 22:44:11+00,28,21608,25.84463379,56.54741747,34.15696484,13.42070034
6343a011-6f1f-4cfe-9438-119d455f9f59,"5320 S Center Dr, Greenbelt, MD 20770, USA (39.0024485, -76.9151004)","10209 Baltimore Avenue (39.0207928, -76.9240865)",drive,39.0025177,-76.9152832,39.02124405,-76.92453766,2018-06-10 15:27:22+00,2018-06-10 15:35:48+00,8,4316,26.4412946,99,25.93372994,2.686504855
2fca3a04-4217-44e4-974d-204155db0eff,"4850-4868 Cherry Hill Rd, College Park, MD 20740, USA (39.0146521, -76.9283192)","Da Rae Won (39.0413282, -76.9063958)",drive,39.01523972,-76.92741394,39.04121017,-76.90480042,2018-06-10 15:58:45+00,2018-06-10 16:07:28+00,8,3687,21.70427674,42.20045512,23.79905827,2.296734544
2ccd61e5-6ded-4b19-b835-7cbbb670512e,"10925-10929 Baltimore Ave, Beltsville, MD 20705, USA (39.0329535, -76.9098142)","9308 Cherry Hill Road, College Park, MD, USA (39.0177688598633, -76.9381561279297)",drive,39.03295135,-76.90981293,39.0181427,-76.93650055,2018-06-10 17:20:41+00,2018-06-10 17:29:11+00,8,3589,21.93517584,46.13065261,22.72931791,2.232167584
6e385cd1-6d8b-4773-b901-5e3515235043,"10215-10217 Wincopin Cir, Columbia, MD 21044, USA (39.2163158, -76.8564579)","10209 Baltimore Avenue (39.0207928, -76.9240865)",drive,39.21657944,-76.85749054,39.02140427,-76.92417145,2018-06-10 18:39:49+00,2018-06-10 19:05:02+00,24,43992,49.91941972,99,38.60806599,27.34743819
5e0e05dc-090a-48dc-af69-cb92cc596da0,"Dwight D. Eisenhower Memorial Highway (39.1132196272156, -77.1904656943653)","University of MD (38.9869183, -76.9425543)",drive,39.10773359,-77.18462024,38.99615355,-76.93192095,2018-06-11 11:29:52.214+00,2018-06-11 12:07:50.901+00,37,32208.80493,26.93014214,80.66982541,33.34392108,19.99791461
c9b3ef78-2bc2-4eeb-8772-15d3bd536614,"402 Ridge Rd, Greenbelt, MD 20770, USA (39.0114351, -76.8899381)","8537 Paint Branch Drive, College Park, MD, USA (38.9955177307129, -76.9371109008789)",drive,39.01135635,-76.88995361,38.99629593,-76.93839264,2018-06-11 14:21:30+00,2018-06-11 14:33:05+00,11,6601,22.83701265,61.48106643,27.0420844,4.105538842
0d8d414f-4544-4572-a2c4-874993c31eb5,"8314 Paint Branch Dr, College Park, MD 20742, USA (38.9935738, -76.9366986)","9348 Cherry Hill Rd, College Park, MD 20740, USA (39.0170364379883, -76.939697265625)",drive,38.99356079,-76.93674469,39.01860046,-76.93796539,2018-06-11 15:12:01+00,2018-06-11 15:23:45+00,8,3944,27.23107656,99,5.627838631,2.450232733
3afce5ea-9cce-40e6-b595-f553e6681c6f,"5316 S Center Dr, Greenbelt, MD 20770, USA (39.0025246, -76.9151918)","Kruba Thai and Sushi (38.8739496, -77.0017937)",drive,39.0025177,-76.9152832,38.87469864,-77.00501251,2018-06-11 15:23:02+00,2018-06-11 15:55:16+00,30,21694,25.27566759,99,26.94518372,13.82741545
1c5fd4b2-8525-45d7-8415-fb7b10b5de0d,"N St SE, Washington, DC 20303, USA (38.8745634, -77.0050971)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,38.87452316,-77.00511169,39.00162888,-76.91911316,2018-06-11 19:50:07+00,2018-06-11 20:37:27+00,47,22944,58.33647842,99,16.63952531,14.26259691
8290659a-9b08-4a10-bd83-d4f9a916b3d2,"9342 Cherry Hill Rd, College Park, MD 20740, USA (39.015369, -76.9397181)","Glenn L. Martin Hall, 4298 Campus Dr, College Park, MD 20742, USA (38.9888916015625, -76.9381637573242)",drive,39.01537704,-76.93972015,38.9899826,-76.93720245,2018-06-11 20:07:53+00,2018-06-11 20:17:58+00,10,3841,131.283563,99,10.85502415,2.390728927
4a5b072d-6581-4a96-89ab-6e6df6919334,"Jeong H. Kim Engineering Building, College Park, MD 20740, USA (38.9910237, -76.937658)","402 Ridge Road (39.0112394, -76.8899632)",drive,38.99321747,-76.93572998,39.01115799,-76.88830566,2018-06-11 22:00:18+00,2018-06-11 22:21:28+00,21,9026,21.55264597,39.61950587,22.24897174,5.629654599
6f3b8f00-1231-45a9-84cf-57ba242d29aa,"7595 Greenbelt Rd, Greenbelt, MD 20770, USA (38.9931454, -76.8760623)","402 Ridge Road (39.0112394, -76.8899632)",drive,38.99314117,-76.87605286,39.01113129,-76.88825226,2018-06-12 20:33:03+00,2018-06-12 20:42:53+00,9,4170,19.86386281,84.05942781,19.94318975,2.596112762
8e0687c3-fd08-480e-ad11-1bd1f115bead,"5000 University Blvd E, College Park, MD 20740, USA (38.9988703, -76.9245631)","9348 Cherry Hill Rd, College Park, MD 20740, USA (39.0170364379883, -76.939697265625)",drive,38.99889374,-76.92455292,39.01565552,-76.93980408,2018-06-12 22:19:09+00,2018-06-12 22:27:36+00,6,2570,53.19298326,99,5.13707945,1.830205321
991c40d4-3b53-44a3-9ac3-8ac011ada0c5,"8200 S Channel Dr, Greenbelt, MD 20770, USA (39.0027435, -76.9152754)","387 Technology Dr, College Park, MD 20740, USA (38.9924201965332, -76.9387359619141)",drive,39.00317001,-76.91487885,38.99311829,-76.93733978,2018-06-13 13:08:22+00,2018-06-13 13:16:43+00,8,4176,24.44425956,88.83846067,24.80092395,2.595053077
341b45b8-2b77-4a20-97f8-d09991ed6367,"Berwyn House Rd, College Park, MD 20740, USA (38.9929482, -76.9339503)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,38.99300385,-76.9340744,39.00251389,-76.91580963,2018-06-13 22:30:55+00,2018-06-13 22:37:57+00,6,2478,21.2712279,34.82941107,20.02984546,1.540948074
45aac1dd-833f-4104-92d2-673abf4ca9e6,"8200 S Channel Dr, Greenbelt, MD 20770, USA (39.002739, -76.9152555)","10925 Baltimore Ave, Beltsville, MD 20705, USA (39.0324271, -76.9079331)",drive,39.00271225,-76.91499329,39.03265762,-76.90919495,2018-06-13 22:46:47+00,2018-06-13 22:59:02+00,12,5899,21.45892031,38.02417554,20.7351242,3.670233717
e1f0939a-e021-4453-ba16-457606d06e3f,"8680 Paint Branch Dr, College Park, MD 20742, USA (38.9977534, -76.9403533)","9308 Cherry Hill Road, College Park, MD, USA (39.0177688598633, -76.9381561279297)",drive,38.99858475,-76.94134521,39.01825333,-76.9367218,2018-06-13 23:04:29+00,2018-06-13 23:14:18+00,7,4552,25.53514177,49.66981702,30.40172757,2.83151312
1fe6d20d-011b-412b-84e8-1dd6764991ec,"4777 St Marys St, Beltsville, MD 20705, USA (39.0330844, -76.9111857)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,39.03269196,-76.90922546,39.00265121,-76.91590881,2018-06-13 23:24:09+00,2018-06-13 23:37:18+00,12,6726,26.00127374,99,24.05194056,4.181944101
378e0857-eb18-4d4d-8085-39a1f5e4e561,"5316 S Center Dr, Greenbelt, MD 20770, USA (39.00249, -76.9152299)","8673 Wellford Drive (39.2451615, -76.8531957)",drive,39.00251389,-76.91529083,39.2452507,-76.85325623,2018-06-15 17:37:18+00,2018-06-15 18:18:21+00,40,32323,193.8623223,99,15.42867508,20.10373778
