,trip_history_id,trip_origin,trip_destination,trip_mode,actual_origin_latitude,actual_origin_longitude,actual_destination_latitude,actual_destination_longitude,actual_departure_time,actual_arrival_time,actual_travel_time,actual_distance,fuel_economy,fes,average_speed,total_mileage,>40mph,>70mph,>1 accel,>5 accel,>5 deccel,Neg Jerk,Pos Jerk,95th Jerk,98th Jerk,%error
1,0401d4aa-eeca-437c-8a4d-f3a6289a4760,"3065 Oliver Street Northwest (38.9667003974681, -77.0598349069031)","Beauvoir, The National Cathedral Elementary School (38.9298955, -77.0677969)",drive,38.9667004,-77.05983491,38.9310609,-77.06857717,2018-07-03 12:16:22.607+00,2018-07-03 12:31:33.32+00,15,5928.788663,18.86748107,68.73047794,17.43466749,3.684339073,0,0,0.268935236,0.048298573,0.001097695,0.441273326,0.408342481,4.875328763,7.005251029,0
2,049e74ff-3b92-484b-9dd5-6fdfde183694,"8136 Paint Branch Dr, College Park, MD 20742, USA (38.9892021, -76.9371845)","9308 Cherry Hill Road, College Park, MD, USA (39.0177688598633, -76.9381561279297)",drive,38.98922348,-76.93720245,39.01815796,-76.93658447,2018-06-09 14:38:32+00,2018-06-09 14:49:53+00,9,5732,21.73856892,42.78415184,24.95194942,3.566229609,0.075980392,0,0.490196078,0.431372549,0.00245098,0.512254902,0.490196078,112.5984361,129.6456818,0
3,064f2c0b-a6c7-4c8d-bfd7-ace046312ecc,"5201-5299 Greenbelt Road (38.9980426362872, -76.9186252887553)","777 North Capitol St NE (38.8998406, -77.0084755)",drive,38.99805933,-76.91783032,38.90192486,-77.00759329,2018-05-01 14:30:25.815+00,2018-05-01 15:00:09.594+00,29,19622.40297,26.26716981,65.93710678,30.1787699,12.1857349,0.304932735,0,0.290358744,0.124439462,0.000560538,0.444506726,0.44338565,22.92323569,45.96260196,0
4,0687cb11-03d6-4dd0-8534-afdf97653b54,"5316 South Center Drive (39.0024620301628, -76.9151553612181)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.002493,-76.91514248,38.99422837,-76.93591685,2018-05-22 13:05:55.3+00,2018-05-22 13:32:54.13+00,26,4506.511615,13.30517403,72.26389626,8.463420929,2.797289013,0,0,0.322257053,0.1830721,0.000626959,0.4,0.435109718,28.59580367,44.31102999,0.003747658
5,0ae0d020-594d-44dc-b8b0-fb1af3272471,"5316 South Center Drive (39.0024315344785, -76.9151695174421)","Sam's Club (39.1514143, -77.2121458)",drive,39.00240503,-76.91519323,39.15109483,-77.21374335,2018-05-27 15:07:24.675+00,2018-05-27 15:35:02.319+00,27,40188.99475,29.94534842,90.54262448,55.61406835,24.95669788,0.722532588,0.278708876,0.427684668,0.284295469,0.000620732,0.503414029,0.494103042,93.54331452,121.6981757,0.004326329
6,0d8d414f-4544-4572-a2c4-874993c31eb5,"8314 Paint Branch Dr, College Park, MD 20742, USA (38.9935738, -76.9366986)","9348 Cherry Hill Rd, College Park, MD 20740, USA (39.0170364379883, -76.939697265625)",drive,38.99356079,-76.93674469,39.01860046,-76.93796539,2018-06-11 15:12:01+00,2018-06-11 15:23:45+00,8,3944,27.23107656,99,5.627838631,2.450232733,0,0,0.35483871,0.193548387,0.010752688,0.440860215,0.462365591,29.85564593,45.00000435,0
7,0e6ad030-bb0b-44ef-85af-4f2511698eaa,"South Road (38.930392591319, -77.0688630548092)","Ronald Reagan Washington National Airport (DCA) (38.851242, -77.0402315)",drive,38.93039259,-77.06886305,38.85316063,-77.04446105,2018-07-03 12:42:04.167+00,2018-07-03 13:08:30.679+00,26,14323.33064,25.48002272,99,25.73525881,8.896667469,0.166085136,0,0.212142359,0.028611305,0.000697837,0.401256106,0.400558269,4.019028948,7.690289003,0.011724138
8,11a509b3-ab65-48bd-bea4-e26c7037bffa,"4155 Terrapin Trail (38.9957351, -76.9458456)","402 Ridge Rd (39.0112394, -76.8899632)",drive,38.99255765,-76.93939911,39.01109408,-76.88917308,2018-05-08 22:34:28.793+00,2018-05-08 23:36:22.697+00,61,8497.318921,23.38661557,100,8.794398202,5.443098593,0.0342827,0,0.174050633,0.067510549,0.000527426,0.335970464,0.362869198,16.48130073,31.95407158,0.015576324
9,12a5c497-e101-428d-a19a-a436ab628d5c,"8235 Greenbelt Station Parkway (39.0036953520393, -76.9157487340988)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00332157,-76.91586187,38.99309872,-76.93726395,2018-05-08 17:39:18.72+00,2018-05-08 17:45:22.194+00,6,3894.496748,25.82544477,100,28.49217135,2.417570483,0.225274725,0,0.318681319,0.156593407,0.002747253,0.464285714,0.42032967,30.6824195,58.6811105,0
10,16284ac8-32f8-4f0d-b8a3-5d1f6203eb0c,"4043 Wisconsin Avenue (38.9419116775362, -77.0763007512104)","3067 Oliver Street Northwest (38.9668467, -77.0598343)",drive,38.94529615,-77.07821524,38.96649733,-77.06144324,2018-07-03 22:04:22.195+00,2018-07-03 22:10:52.226+00,6,2862.311928,20.02749477,86.57684266,18.61513685,1.77928478,0,0,0.268041237,0.036082474,0.00257732,0.463917526,0.432989691,4.060039018,6.502625361,0
11,18fc4296-d924-4fe1-9015-46adbef61d4c,"5640 Nicholson Lane (39.0442447, -77.1130095)","4524 Chestnut Street (38.9934069, -77.091408)",drive,39.04454041,-77.11294281,38.99362416,-77.09137215,2018-05-03 21:35:07.31+00,2018-05-03 22:00:49.4+00,25,6295.567037,11.09760059,20,19.90801679,3.916071792,0.078947368,0,0.339473684,0.176315789,0.002631579,0.457894737,0.478947368,39.41437309,60.34711924,0
12,1b0f8b35-2bbd-4cdd-91d5-cf0349a4cf33,"9640 Liberia Avenue (38.7481274443443, -77.4503646410106)","14700 Potomac Mills Road (38.6302654, -77.2959854)",drive,38.74806377,-77.45036751,38.63154455,-77.2954998,2018-05-18 14:19:09.341+00,2018-05-18 14:47:24.526+00,28,22557.18119,27.47938564,92.87523638,38.06573599,14.0110198,0.438461538,0,0.244378698,0.116568047,0.000591716,0.398224852,0.406508876,29.88236413,57.47422928,0
13,1c15076d-0de6-45b4-bcd7-f541b187d7a3,"5301 Smiths Cove Lane (39.0025858073526, -76.9152183227039)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.0026523,-76.91528708,38.99310271,-76.93726403,2018-05-08 13:39:05.687+00,2018-05-08 13:47:53.229+00,8,4170.461479,23.85879068,78.8730328,23.00560187,2.589124647,0.087548638,0,0.289883268,0.142023346,0.001945525,0.375486381,0.39688716,24.76050086,46.7034155,0.003875969
14,1c5fd4b2-8525-45d7-8415-fb7b10b5de0d,"N St SE, Washington, DC 20303, USA (38.8745634, -77.0050971)","5342 S Center Dr, Greenbelt, MD 20770, USA (39.0020866394043, -76.9143142700195)",drive,38.87452316,-77.00511169,39.00162888,-76.91911316,2018-06-11 19:50:07+00,2018-06-11 20:37:27+00,47,22944,58.33647842,99,16.63952531,14.26259691,0,0,0.3,0.158536585,0.002439024,0.358536585,0.382926829,24.57185277,43.23031914,0
15,1d7faba1-fd61-4fe4-96ef-7b840a4ee235,"5316 South Center Drive (39.0025238118793, -76.9151638292399)","387 Technology Dr (38.9924213, -76.9387364)",drive,39.00253861,-76.91517332,38.99313093,-76.93726458,2018-07-10 13:02:31.689+00,2018-07-10 13:15:04.117+00,12,4282.118595,21.77334021,99,17.78705492,2.658331792,0.04,0,0.205925926,0.028148148,0.001481481,0.391111111,0.361481481,4.553807801,7.182416019,0.02173913
16,1da85a77-2a3a-4f39-ba5d-a42e5940d360,"5340 S Center Dr, Greenbelt, MD 20770, USA (39.0025313, -76.9152429)","8300 Baltimore Avenue (38.992541, -76.933663)",drive,39.0025177,-76.91529846,38.99293518,-76.93392181,2018-06-20 13:14:01+00,2018-06-20 13:28:53+00,14,2783,20.63527157,95.92725493,14.75482985,1.731950598,0,0,0.293103448,0.15270936,0.002463054,0.325123153,0.406403941,32.50328398,46.31168427,0
